GPS time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0
2024-04-13T16:54:21.426042+00:00,G03,23130417.26049265,-12041692.49921986,4534689.302544091,24074825.423129436,50.3
2024-04-13T16:54:21.426042+00:00,G08,25048893.42189274,4803258.064677125,8050519.693931448,21204724.632663768,40.9
2024-04-13T16:54:21.426042+00:00,G10,-1684184.8463969063,17367687.209308118,20131447.311611105,22851243.335743476,35.5
2024-04-13T16:54:21.426042+00:00,G21,15770649.652691923,1969551.6135073993,21842535.77059454,21695332.32826211,33.5
2024-04-13T16:54:21.426042+00:00,G27,23085950.773333244,13305264.46949267,-3108576.3801245834,22232342.847232103,43.9
2024-04-13T16:54:21.426042+00:00,G32,7746745.447140424,17824356.4193216,18402518.527652286,21306630.04906301,38.9
2024-04-13T16:54:22.426042+00:00,G02,14646945.986348178,-4799510.483319597,22097123.596927032,22734736.092033632,35.0
2024-04-13T16:54:22.426042+00:00,G03,23130045.79528637,-12041179.32535655,4537854.240989896,24074350.85338122,49.9
2024-04-13T16:54:22.426042+00:00,G08,25049730.652586844,4803902.086934112,8047611.328516674,21204940.812913943,42.0
2024-04-13T16:54:22.426042+00:00,G10,-1686318.193999907,17369021.408452958,20130072.80442798,22851628.28625168,31.2
2024-04-13T16:54:22.426042+00:00,G21,15771091.838813098,1972169.3567729783,21842067.990625616,21695014.245215993,35.2
2024-04-13T16:54:22.426042+00:00,G27,23085529.220462058,13305325.488835087,-3111695.725896615,22232920.553458944,43.3
2024-04-13T16:54:22.426042+00:00,G28,5162535.588488648,25839276.640142992,-3365433.5022375244,23740300.725018434,21.2
2024-04-13T16:54:23.426042+00:00,G02,14647403.947954724,-4796859.475499809,22097429.00589778,22734241.729307774,35.9
2024-04-13T16:54:23.426042+00:00,G03,23129674.030116495,-12040665.905053385,4541019.078115444,24073881.064992663,50.6
2024-04-13T16:54:23.426042+00:00,G08,25050567.581173193,4804545.875343486,8044702.839147277,21205147.674747847,42.1
2024-04-13T16:54:23.426042+00:00,G10,-1688451.326037787,17370355.64696125,20128697.870638985,22852023.392786607,31.0
2024-04-13T16:54:23.426042+00:00,G21,15771533.97897811,1974784.5724447872,21841600.07154744,21694703.66576351,36.9
2024-04-13T16:54:23.426042+00:00,G27,23085107.396350436,13305386.273250394,-3114814.8421083763,22233496.44486314,44.2
2024-04-13T16:54:24.426042+00:00,G02,14647862.316671599,-4794207.3528106725,22097734.055500645,22733780.940800842,42.2
2024-04-13T16:54:24.426042+00:00,G03,23129301.966793142,-12040152.230542151,4544183.825024629,24073409.81078581,49.6
2024-04-13T16:54:24.426042+00:00,G08,25051404.229537398,4805189.541599894,8041794.094601238,21205369.229665086,41.4
2024-04-13T16:54:24.426042+00:00,G10,-1690584.2254405608,17371689.918704256,20127322.517166432,22852432.31989399,32.1
2024-04-13T16:54:24.426042+00:00,G21,15771976.651352968,1977404.5614869064,21841131.10566365,21694388.584154848,42.7
2024-04-13T16:54:24.426042+00:00,G27,23084685.079599977,13305447.100133652,-3117934.224637786,22234070.242241208,45.9
2024-04-13T16:54:24.426042+00:00,G32,7740361.046488611,17821812.367765147,18407668.57420695,21307490.449089892,35.3
2024-04-13T16:54:24.426042+00:00,G28,5162078.74006249,25840181.51046358,-3359155.4654241633,23739360.568021547,23.7
2024-04-13T16:54:25.426042+00:00,G02,14648320.73098902,-4791555.779510733,22098038.60918628,22733306.40152233,46.2
2024-04-13T16:54:25.426042+00:00,G03,23128929.60358532,-12039638.309514526,4547348.470508816,24072940.336501174,48.6
2024-04-13T16:54:25.426042+00:00,G08,25052240.57569994,4805832.974064933,8038885.226269443,21205586.282426145,40.7
2024-04-13T16:54:25.426042+00:00,G10,-1692716.909327859,17373024.229781285,20125946.737060335,22852833.42930382,32.0
2024-04-13T16:54:25.426042+00:00,G21,15772419.277749775,1980022.022896219,21840662.000681993,21694071.722623974,46.1
2024-04-13T16:54:25.426042+00:00,G27,23084262.49159294,13305507.692189025,-3121053.3774095173,22234648.855879374,46.0
2024-04-13T16:54:25.426042+00:00,G32,7738232.426205617,17820964.42005008,18409384.490954835,21307793.838439185,34.8
2024-04-13T16:54:25.426042+00:00,G28,5161850.291273424,25840633.37741232,-3356016.339816898,23738891.36203399,30.2
2024-04-13T16:54:26.426042+00:00,G02,14648779.311401822,-4788904.200941507,22098342.71246373,22732834.828780837,46.6
2024-04-13T16:54:26.426042+00:00,G03,23128556.94112309,-12039124.139355484,4550513.018233149,24072469.67560173,50.0
2024-04-13T16:54:26.426042+00:00,G08,25053076.62694226,4806476.210002502,8035976.190406461,21205802.148572404,41.2
2024-04-13T16:54:26.426042+00:00,G10,-1694849.3720832476,17374358.578175582,20124570.532581758,22853213.87765585,32.5
2024-04-13T16:54:26.426042+00:00,G21,15772862.050861767,1982639.390187488,21840192.45406356,21693760.51496365,48.4
2024-04-13T16:54:26.426042+00:00,G27,23083839.55850925,13305568.14191677,-3124172.4657631773,22235223.560668763,45.8
2024-04-13T16:54:26.426042+00:00,G28,5161621.827803034,25841084.86204779,-3352877.167170603,23740747.083456356,37.1
2024-04-13T16:54:26.426042+00:00,G32,7736103.5623673415,17820116.507050723,18411100.02512826,21308069.97054837,36.7
2024-04-13T16:54:27.426042+00:00,G02,14649238.057903819,-4786252.617172967,22098646.365327563,22732366.850784197,45.4
2024-04-13T16:54:27.426042+00:00,G03,23128183.979452714,-12038609.720035989,4553677.468088525,24072001.702035815,47.6
2024-04-13T16:54:27.426042+00:00,G08,25053912.383205913,4807119.249431558,8033066.98713703,21206023.389385723,41.2
2024-04-13T16:54:27.426042+00:00,G10,-1696981.6135957325,17375692.96378722,20123193.903804615,22853583.8209768,30.1
2024-04-13T16:54:27.426042+00:00,G21,15773304.970682535,1985256.6633679494,21839722.465809215,21693447.248177633,42.9
2024-04-13T16:54:27.426042+00:00,G27,23083416.28034209,13305628.449366309,-3127291.4895910514,22235798.544661637,44.4
2024-04-13T16:54:27.426042+00:00,G28,5161393.346073777,25841535.971332587,-3349737.899107608,23740301.295661002,34.9
2024-04-13T16:54:27.426042+00:00,G32,7733974.455332879,17819268.62894346,18412815.176432926,21308364.041481387,36.2
2024-04-13T16:54:28.426042+00:00,G02,14649696.970493471,-4783601.028248237,22098949.5677754,22731900.059402365,38.9
2024-04-13T16:54:28.426042+00:00,G03,23127810.718610935,-12038095.051513528,4556841.820047625,24071532.541855093,49.7
2024-04-13T16:54:28.426042+00:00,G08,25054747.844485685,4807762.092412545,8030157.616400331,21206237.440709338,41.5
2024-04-13T16:54:28.426042+00:00,G21,15773748.037177479,1987873.8422785238,21839252.035949755,21693143.264907453,50.1
2024-04-13T16:54:28.426042+00:00,G27,23082992.65707996,13305688.614588019,-3130410.448819096,22236374.750169758,48.2
2024-04-13T16:54:28.426042+00:00,G28,5161164.847753564,25841986.701862276,-3346598.559319989,23739810.242000833,39.6
2024-04-13T16:54:28.426042+00:00,G32,7731845.105000262,17818420.785721328,18414529.94494584,21308656.367392633,38.9
2024-04-13T16:54:28.426042+00:00,G10,-1699113.6502668178,17377027.396852627,20121816.840134904,22851631.279918328,20.1
2024-04-13T16:54:29.426042+00:00,G02,14650156.04918658,-4780949.434110144,22099252.31981633,22731420.70386376,45.8
2024-04-13T16:54:29.426042+00:00,G03,23127437.158643227,-12037580.133758202,4560006.0740076015,24071065.475700505,50.3
2024-04-13T16:54:29.426042+00:00,G08,25055583.010712083,4808404.738956346,8027248.078359353,21206454.807574317,45.4
2024-04-13T16:54:29.426042+00:00,G21,15774191.250350049,1990490.9269850552,21838781.164475545,21692834.151273254,52.3
2024-04-13T16:54:29.426042+00:00,G27,23082568.688712448,13305748.637631562,-3133529.3433678723,22236953.643011402,45.8
2024-04-13T16:54:29.426042+00:00,G32,7729715.511400355,17817572.977430068,18416244.33063715,21308945.93616948,38.2
2024-04-13T16:54:29.426042+00:00,G28,5160936.331066748,25842437.057027876,-3343459.1241903394,23737012.269555446,23.4
2024-04-13T16:54:30.426042+00:00,G02,14650615.293943493,-4778297.835021691,22099554.62142287,22730951.22514839,46.8
2024-04-13T16:54:30.426042+00:00,G03,23127063.29958411,-12037064.966724364,4563170.229960301,24070594.81480106,50.2
2024-04-13T16:54:30.426042+00:00,G08,25056417.88185417,4809047.189103279,8024338.373043048,21206672.174439296,44.4
2024-04-13T16:54:30.426042+00:00,G10,-1703377.009156189,17379696.342674006,20119061.47268349,22854788.998929378,33.9
2024-04-13T16:54:30.426042+00:00,G21,15774634.610174324,1993107.917379425,21838309.85140816,21692525.386643417,51.1
2024-04-13T16:54:30.426042+00:00,G27,23082144.375219185,13305808.518548487,-3136648.1732290797,22237529.84851952,47.1
2024-04-13T16:54:30.426042+00:00,G32,7727585.674567791,17816725.20411689,18417958.33347401,21309232.25920582,37.5
2024-04-13T16:54:31.426042+00:00,G02,14651074.704774491,-4775646.230957501,22099856.47260051,22730481.467229545,47.2
2024-04-13T16:54:31.426042+00:00,G03,23126689.141475394,-12036549.550376846,4566334.287834557,24070120.838360243,49.9
2024-04-13T16:54:31.426042+00:00,G08,25057252.457891025,4809689.44290147,8021428.500445375,21206882.631018057,43.8
2024-04-13T16:54:31.426042+00:00,G10,-1705508.3648500964,17381030.876323335,20117683.147279765,22855180.824823372,34.9
2024-04-13T16:54:31.426042+00:00,G21,15775078.116636967,1995724.81342855,21837838.09675577,21692213.89977961,51.1
2024-04-13T16:54:31.426042+00:00,G27,23081719.716589563,13305868.2573889,-3139766.9383229148,22238104.867412828,46.3
2024-04-13T16:54:31.426042+00:00,G32,7725455.594678642,17815877.465885177,18419671.953309894,21309534.74114379,36.9
2024-04-13T16:54:32.426042+00:00,G02,14651534.281679884,-4772994.621949816,22100157.873348106,22730007.80046192,47.0
2024-04-13T16:54:32.426042+00:00,G03,23126314.684360955,-12036033.884682884,4569498.247543014,24069645.3612007,50.1
2024-04-13T16:54:32.426042+00:00,G08,25058086.738753226,4810331.500361769,8018518.460729445,21207096.682341665,42.8
2024-04-13T16:54:32.426042+00:00,G10,-1707639.4990369268,17382365.44687362,20116304.39775864,22855571.74330605,35.4
2024-04-13T16:54:32.426042+00:00,G21,15775521.769715197,1998341.615043446,21837365.900536608,21691903.0062232,51.5
2024-04-13T16:54:32.426042+00:00,G27,23081294.712808006,13305927.85420338,-3142885.638607353,22238676.57076477,46.2
2024-04-13T16:54:32.426042+00:00,G28,5160250.687955031,25843785.83549471,-3334040.49009354,23737950.58906486,32.3
2024-04-13T16:54:32.426042+00:00,G32,7723325.271464239,17815029.76266166,18421385.190355737,21309810.245045133,37.4
2024-04-13T16:54:33.426042+00:00,G02,14651994.024640078,-4770343.008145369,22100458.823651556,22729539.508361362,43.3
2024-04-13T16:54:33.426042+00:00,G03,23125939.92828838,-12035517.969615044,4572662.108966643,24069173.19958253,50.2
2024-04-13T16:54:33.426042+00:00,G08,25058920.724400617,4810973.361517569,8015608.253956335,21207314.32841013,43.7
2024-04-13T16:54:33.426042+00:00,G10,-1709770.411500739,17383700.05415933,20114925.22426203,22855986.638387896,33.3
2024-04-13T16:54:33.426042+00:00,G21,15775965.569384903,2000958.3221270675,21836893.262770332,21691596.928926893,52.2
2024-04-13T16:54:33.426042+00:00,G27,23080869.363877945,13305987.30904017,-3146004.2738994462,22239256.37101774,47.3
2024-04-13T16:54:33.426042+00:00,G28,5160022.106096169,25844234.67179959,-3330900.795305369,23737483.512003865,33.3
2024-04-13T16:54:33.426042+00:00,G32,7721194.705463488,17814182.094694138,18423098.04417328,21310129.234889086,32.4
2024-04-13T16:54:34.426042+00:00,G02,14652453.933663573,-4767691.389529083,22100759.323515102,22729067.62151595,44.3
2024-04-13T16:54:34.426042+00:00,G03,23125564.8732969,-12035001.80513465,4575825.872056384,24068702.538683087,50.5
2024-04-13T16:54:34.426042+00:00,G08,25059754.41480712,4811615.026413113,8012697.880138019,21207530.508660305,45.0
2024-04-13T16:54:34.426042+00:00,G10,-1711901.1026390726,17385034.698399186,20113545.626534745,22856364.08530247,33.2
2024-04-13T16:54:34.426042+00:00,G21,15776409.51563575,2003574.9346642848,21836420.183461893,21691290.537526667,51.3
2024-04-13T16:54:34.426042+00:00,G27,23080443.669781346,13306046.621950192,-3149122.8441756833,22239840.35932297,43.6
2024-04-13T16:54:34.426042+00:00,G28,5159793.507380521,25844683.12923385,-3327761.029795836,23737028.71989616,34.7
2024-04-13T16:54:34.426042+00:00,G32,7719063.8961410625,17813334.461803008,18424810.51518797,21310411.020868815,35.7
2024-04-13T16:54:35.426042+00:00,G02,14652914.008738048,-4765039.766205672,22101059.372929443,22728596.67698229,41.7
2024-04-13T16:54:35.426042+00:00,G03,23125189.519422058,-12034485.391197722,4578989.536794875,24068228.56224227,48.6
2024-04-13T16:54:35.426042+00:00,G08,25060587.809923664,4812256.4950749315,8009787.339366758,21207748.433932256,46.0
2024-04-13T16:54:35.426042+00:00,G10,-1714031.5719271386,17386369.379234158,20112165.604918726,22856772.419102445,33.2
2024-04-13T16:54:35.426042+00:00,G21,15776853.608455187,2006191.4526263666,21835946.66261864,21690980.237277664,49.3
2024-04-13T16:54:35.426042+00:00,G27,23080017.630486008,13306105.792986495,-3152241.349515265,22240414.750008438,40.8
2024-04-13T16:54:35.426042+00:00,G32,7716932.843886979,17812486.864176903,18426522.60308129,21310705.12670227,42.6
2024-04-13T16:54:36.426042+00:00,G02,14653374.249863356,-4762388.138209628,22101358.971893214,22728123.289418153,41.6
2024-04-13T16:54:36.426042+00:00,G03,23124813.866711963,-12033968.727777198,4582153.103059772,24067756.4006241,47.8
2024-04-13T16:54:36.426042+00:00,G08,25061420.909718197,4812897.767542438,8006876.631675574,21207965.207489833,46.7
2024-04-13T16:54:36.426042+00:00,G10,-1716161.819537173,17387704.09674189,20110785.1593046,22857181.904616795,38.5
2024-04-13T16:54:36.426042+00:00,G21,15777297.847819904,2008807.8759215162,21835472.70025934,21690669.657825176,47.1
2024-04-13T16:54:36.426042+00:00,G27,23079591.24600617,13306164.822195748,-3155359.7896572556,22240998.459110186,48.5
2024-04-13T16:54:36.426042+00:00,G32,7714801.548702973,17811639.301849864,18428234.307846975,21311006.422025435,44.3
2024-04-13T16:54:36.426042+00:00,G28,5159336.257351287,25845578.91103505,-3321481.2618767186,23733768.765853357,23.7
2024-04-13T16:54:37.426042+00:00,G02,14653834.657030832,-4759736.5056245625,22101658.12039951,22727649.62265053,43.7
2024-04-13T16:54:37.426042+00:00,G03,23124437.91521265,-12033451.814843778,4585316.570744956,24067289.64857343,44.7
2024-04-13T16:54:37.426042+00:00,G08,25062253.714144073,4813538.8438442135,8003965.757148232,21208183.16766222,46.4
2024-04-13T16:54:37.426042+00:00,G10,-1718291.8454869417,17389038.85090317,20109404.28968303,22857584.54964579,35.3
2024-04-13T16:54:37.426042+00:00,G21,15777742.233707596,2011424.2044639108,21834998.296401735,21690361.765706223,48.5
2024-04-13T16:54:37.426042+00:00,G27,23079164.51630829,13306223.709631221,-3158478.164690655,22241576.75864443,48.0
2024-04-13T16:54:37.426042+00:00,G28,5159107.60950717,25846026.228399623,-3318341.3086655997,23735648.184671417,36.5
2024-04-13T16:54:37.426042+00:00,G32,7712670.010448144,17810791.774799325,18429945.629593138,21311289.743624326,40.5
2024-04-13T16:54:38.426042+00:00,G02,14654295.230230087,-4757084.868543854,22101956.818440337,22727178.957320362,45.7
2024-04-13T16:54:38.426042+00:00,G03,23124061.664945316,-12032934.65233387,4588479.939953472,24066812.077387758,46.8
2024-04-13T16:54:38.426042+00:00,G08,25063086.223167893,4814179.724018711,8001054.71582249,21208399.90631936,47.1
2024-04-13T16:54:38.426042+00:00,G10,-1720421.6496953554,17390373.64163696,20108022.99610866,22857986.252363022,40.3
2024-04-13T16:54:38.426042+00:00,G21,15778186.766107801,2014040.4382376876,21834523.451050855,21690051.500357658,43.8
2024-04-13T16:54:38.426042+00:00,G27,23078737.44139002,13306282.45534181,-3161596.4744764827,22242156.838100884,46.4
2024-04-13T16:54:38.426042+00:00,G28,5158878.942803452,25846473.170390185,-3315201.260332682,23735184.702355277,36.6
2024-04-13T16:54:38.426042+00:00,G32,7710538.229433281,17809944.283182144,18431656.568065446,21311593.4121771,39.3
2024-04-13T16:54:39.426042+00:00,G02,14654755.969465468,-4754433.226976068,22102255.066017266,22726704.97644882,34.2
2024-04-13T16:54:39.426042+00:00,G03,23123685.115976583,-12032417.240245812,4591643.210407959,24066343.510514442,46.3
2024-04-13T16:54:39.426042+00:00,G08,25063918.436738558,4814820.408091076,7998143.507797755,21208619.367210474,46.7
2024-04-13T16:54:39.426042+00:00,G10,-1722551.2321699644,17391708.468917526,20106641.27857886,22858380.486387067,39.6
2024-04-13T16:54:39.426042+00:00,G21,15778631.444991091,2016656.5771151641,21834048.164232075,21689746.609676152,37.1
2024-04-13T16:54:39.426042+00:00,G27,23078310.02123754,13306341.059378147,-3164714.7189592845,22242737.859869096,46.9
2024-04-13T16:54:39.426042+00:00,G28,5158650.258991356,25846919.73347343,-3312061.141703328,23734742.19520086,32.6
2024-04-13T16:54:39.426042+00:00,G32,7708406.205485618,17809096.826963175,18433367.12339748,21311887.79721404,39.8
2024-04-13T16:54:40.426042+00:00,G02,14655216.874701556,-4751781.581158279,22102552.863106217,22726247.18937934,30.9
2024-04-13T16:54:40.426042+00:00,G03,23123308.268337008,-12031899.578529123,4594806.382132285,24065875.222844608,46.5
2024-04-13T16:54:40.426042+00:00,G08,25064750.354815267,4815460.896093879,7995232.13313784,21208841.829539035,47.2
2024-04-13T16:54:40.426042+00:00,G10,-1724680.5928589283,17393043.33268215,20105259.137129318,22858769.031640127,32.9
2024-04-13T16:54:40.426042+00:00,G21,15779076.270322133,2019272.6209344086,21833572.43597703,21689458.7853076,34.1
2024-04-13T16:54:40.426042+00:00,G27,23077882.255840134,13306399.521789994,-3167832.898063248,22243320.940763,46.2
2024-04-13T16:54:40.426042+00:00,G28,5158421.557996161,25847365.917689744,-3308920.952527356,23734290.404530607,33.4
2024-04-13T16:54:40.426042+00:00,G32,7706273.938782316,17808249.406246003,18435077.295442387,21312192.408078577,36.0
2024-04-13T16:54:41.426043+00:00,G02,14655677.945998427,-4749129.930778474,22102850.209744718,22725763.052481074,39.7
2024-04-13T16:54:41.426043+00:00,G03,23122931.122066494,-12031381.667145433,4597969.4550737385,24065405.74855997,47.4
2024-04-13T16:54:41.426043+00:00,G08,25065581.977389574,4816101.188085055,7992320.591793044,21209055.880862642,42.9
2024-04-13T16:54:41.426043+00:00,G10,-1726809.7315341532,17394378.232757453,20103876.571910348,22859178.517154478,35.2
2024-04-13T16:54:41.426043+00:00,G21,15779521.242155856,2021888.5700636925,21833096.266220853,21689138.92233928,35.2
2024-04-13T16:54:41.426043+00:00,G27,23077454.145184655,13306457.842628138,-3170951.0117267556,22243905.836479552,43.0
2024-04-13T16:54:41.426043+00:00,G28,5158192.839763435,25847811.72303976,-3305780.692833544,23733825.700699225,36.2
2024-04-13T16:54:41.426043+00:00,G32,7704141.429228714,17807402.02102658,18436787.08427093,21312488.60793816,39.2
2024-04-13T16:54:42.426043+00:00,G02,14656139.183274623,-4746478.276338216,22103147.10587909,22725301.94987022,45.4
2024-04-13T16:54:42.426043+00:00,G03,23122553.677212585,-12030863.506067766,4601132.429113312,24064939.90392062,45.0
2024-04-13T16:54:42.426043+00:00,G08,25066413.304373063,4816741.284060958,7989408.883993643,21209278.936498612,43.3
2024-04-13T16:54:42.426043+00:00,G10,-1728938.648383909,17395713.169231117,20102493.582801882,22859576.939230774,36.7
2024-04-13T16:54:42.426043+00:00,G21,15779966.360428533,2024504.4241741835,21832619.655025497,21688817.837855715,40.5
2024-04-13T16:54:42.426043+00:00,G27,23077025.68924538,13306516.021944586,-3174069.0599825243,22244483.228602473,45.9
2024-04-13T16:54:42.426043+00:00,G28,5157964.104241788,25848257.14951823,-3302640.362692305,23733348.432711072,37.3
2024-04-13T16:54:42.426043+00:00,G32,7702008.676850183,17806554.671348277,18438496.4898579,21312774.581970148,36.1
2024-04-13T16:54:43.426043+00:00,G02,14656600.586569848,-4743826.6176426355,22103443.55153368,22724834.600081418,47.0
2024-04-13T16:54:43.426043+00:00,G03,23122175.93381408,-12030345.095255762,4604295.304208969,24064475.21099564,43.1
2024-04-13T16:54:43.426043+00:00,G08,25067244.335771523,4817381.184089988,7986497.009640411,21209494.488540947,43.1
2024-04-13T16:54:43.426043+00:00,G10,-1731067.34340348,17397048.14206978,20101110.16980917,22859959.481608935,32.8
2024-04-13T16:54:43.426043+00:00,G21,15780411.62509185,2027120.1830278314,21832142.602436572,21688515.94861166,43.3
2024-04-13T16:54:43.426043+00:00,G27,23076596.88801959,13306574.059788425,-3177187.0426945253,22245060.027417995,44.5
2024-04-13T16:54:43.426043+00:00,G28,5157735.351393877,25848702.197092824,-3299499.962364908,23732877.167597823,31.3
2024-04-13T16:54:43.426043+00:00,G32,7699875.6818243675,17805707.35731489,18440205.512056135,21313069.909318842,39.8
2024-04-13T16:54:44.426043+00:00,G02,14657062.155871367,-4741174.954798028,22103739.546699144,22724365.71467346,43.1
2024-04-13T16:54:44.426043+00:00,G03,23121797.891903445,-12029826.434661865,4607458.08036764,24064004.5500962,39.0
2024-04-13T16:54:44.426043+00:00,G08,25068075.071484085,4818020.888159111,7983584.9690073645,21209724.454463135,45.1
2024-04-13T16:54:44.426043+00:00,G10,-1733195.8163195755,17398383.151071776,20099726.333111953,22860359.125200476,35.6
2024-04-13T16:54:44.426043+00:00,G21,15780857.036160279,2029735.8467555195,21831665.108432386,21688211.37203408,48.2
2024-04-13T16:54:44.426043+00:00,G27,23076167.741511215,13306631.9562077,-3180304.9596798853,22245647.645368513,38.7
2024-04-13T16:54:44.426043+00:00,G28,5157506.581170779,25849146.86575322,-3296359.4919587276,23732415.779307812,38.1
2024-04-13T16:54:44.426043+00:00,G31,10448068.926281346,20484491.452334188,-13149429.630749414,24737694.86062732,30.5
2024-04-13T16:54:44.426043+00:00,G32,7697742.444096771,17804860.07893837,18441914.15090414,21313361.607022252,35.8
2024-04-13T16:54:45.426043+00:00,G02,14657523.891169112,-4738523.287895534,22104035.09136782,22723898.32998422,37.3
2024-04-13T16:54:45.426043+00:00,G03,23121419.55154428,-12029307.524280481,4610620.757338154,24063545.266738717,42.6
2024-04-13T16:54:45.426043+00:00,G08,25068905.511529807,4818660.3963472955,7980672.761948535,21209947.5100991,45.7
2024-04-13T16:54:45.426043+00:00,G10,-1735324.0671936003,17399718.196245193,20098342.072672546,22860761.735329036,30.2
2024-04-13T16:54:45.426043+00:00,G21,15781302.59361634,2032351.4153002552,21831187.173025496,21687903.75911861,50.0
2024-04-13T16:54:45.426043+00:00,G27,23075738.249668498,13306689.711258167,-3183422.8111589826,22246218.720512614,36.7
2024-04-13T16:54:45.426043+00:00,G28,5157277.793500202,25849591.155535545,-3293218.9512517313,23731936.696497012,36.2
2024-04-13T16:54:45.426043+00:00,G32,7695608.963882939,17804012.83633743,18443622.40622461,21313674.559090864,33.7
2024-04-13T16:54:46.426043+00:00,G02,14657985.792454764,-4735871.617015811,22104330.18553326,22723434.26083636,38.1
2024-04-13T16:54:46.426043+00:00,G03,23121040.912761383,-12028788.36405253,4613783.335194456,24063083.889355112,37.8
2024-04-13T16:54:46.426043+00:00,G08,25069735.655858707,4819299.708680171,7977760.3885599375,21210167.250193693,47.2
2024-04-13T16:54:46.426043+00:00,G10,-1737452.095914225,17401053.27748964,20096957.38856578,22861177.5378222,31.0
2024-04-13T16:54:46.426043+00:00,G21,15781748.29743474,2034966.8885593964,21830708.7962368,21687597.99592622,45.9
2024-04-13T16:54:46.426043+00:00,G27,23075308.412520837,13306747.324984437,-3186540.5967642157,22246802.42961436,46.4
2024-04-13T16:54:46.426043+00:00,G28,5157048.988364191,25850035.066369012,-3290078.3407790433,23731484.626623273,34.1
2024-04-13T16:54:46.426043+00:00,G32,7693475.240777917,17803165.62938468,18445330.27833679,21313946.50314779,43.3
2024-04-13T16:54:47.426043+00:00,G02,14658447.859730795,-4733219.94217782,22104624.829195887,22722968.376865845,37.6
2024-04-13T16:54:47.426043+00:00,G03,23120661.975587696,-12028268.953930609,4616945.813940889,24062613.542559583,35.1
2024-04-13T16:54:47.426043+00:00,G08,25070565.5044216,4819938.825184046,7974847.84893494,21210386.990288287,49.1
2024-04-13T16:54:47.426043+00:00,G10,-1739579.9028442362,17402388.395002574,20095572.280557506,22861549.8892732,35.1
2024-04-13T16:54:47.426043+00:00,G21,15782194.147595365,2037582.2664608173,21830229.97808167,21687295.47847433,45.3
2024-04-13T16:54:47.426043+00:00,G27,23074878.230027217,13306804.797440859,-3189658.316637962,22247378.914325956,47.4
2024-04-13T16:54:47.426043+00:00,G28,5156820.165687179,25850478.59829612,-3286937.6602736562,23731027.705589004,33.1
2024-04-13T16:54:47.426043+00:00,G32,7691341.275273431,17802318.45830871,18447037.766842112,21314241.167388212,39.5
2024-04-13T16:54:48.426043+00:00,G02,14658910.093000421,-4730568.263396013,22104919.022356573,22722495.024202142,44.2
2024-04-13T16:54:48.426043+00:00,G03,23120282.7400982,-12027749.293924747,4620108.1932317,24062160.54128049,34.4
2024-04-13T16:54:48.426043+00:00,G08,25071395.057178266,4820577.745892848,7971935.143135,21210606.76528332,45.6
2024-04-13T16:54:48.426043+00:00,G10,-1741707.4874812188,17403723.54843814,20094186.748977102,22861944.123297244,40.1
2024-04-13T16:54:48.426043+00:00,G21,15782640.144085813,2040197.5489777434,21829750.718567174,21686992.402615473,42.9
2024-04-13T16:54:48.426043+00:00,G27,23074447.702179175,13306862.128677187,-3192775.970687331,22247950.931781817,44.8
2024-04-13T16:54:48.426043+00:00,G28,5156591.325411836,25850921.751322772,-3283796.909728133,23730558.8486058,38.2
2024-04-13T16:54:48.426043+00:00,G32,7689207.06725076,17801471.323095687,18448744.87183074,21314536.49473691,38.9
2024-04-13T16:54:49.426043+00:00,G02,14659372.492225438,-4727916.580922488,22105212.7649899,22722035.422310017,42.1
2024-04-13T16:54:49.426043+00:00,G03,23119903.20629177,-12027229.383941066,4623270.473355076,24061691.10189629,34.3
2024-04-13T16:54:49.426043+00:00,G08,25072224.314090643,4821216.470840886,7969022.271214846,21210825.91207051,45.4
2024-04-13T16:54:49.426043+00:00,G10,-1743834.8498694636,17405058.737793725,20092800.793798033,22862348.513348013,31.3
2024-04-13T16:54:49.426043+00:00,G21,15783086.286880068,2042812.7360036229,21829271.01771501,21686694.108116277,40.7
2024-04-13T16:54:49.426043+00:00,G27,23074016.828983977,13306919.318741238,-3195893.558705199,22248532.23275351,36.3
2024-04-13T16:54:49.426043+00:00,G28,5156362.467488129,25851364.525441315,-3280656.0892304652,23730080.07989892,29.4
2024-04-13T16:54:49.426043+00:00,G32,7687072.616732567,17800624.223787844,18450451.593279745,21314830.286466442,41.0
2024-04-13T16:54:50.426043+00:00,G02,14659835.057424733,-4725264.894681793,22105506.05710676,22721573.7612922,38.1
2024-04-13T16:54:50.426043+00:00,G03,23119523.374235217,-12026709.2239778,4626432.65403521,24061224.908252582,37.2
2024-04-13T16:54:50.426043+00:00,G08,25073053.275122713,4821855.000065186,7966109.233221374,21211042.96483157,42.7
2024-04-13T16:54:50.426043+00:00,G10,-1745961.990101084,17406393.963096853,20091414.41496236,22862744.5621947,32.8
2024-04-13T16:54:50.426043+00:00,G21,15783532.575974306,2045427.827561866,21828790.875523023,21686391.032257415,41.7
2024-04-13T16:54:50.426043+00:00,G27,23073585.610396955,13306976.367687581,-3199011.080861103,22249100.3413606,36.6
2024-04-13T16:54:50.426043+00:00,G32,7684937.923703863,17799777.160412595,18452157.931196135,21315115.073883623,38.3
2024-04-13T16:54:51.426043+00:00,G02,14660297.788586836,-4722613.204772372,22105798.89869877,22721113.88019659,42.3
